Source Name,Source URL,Name,URL
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden and Vice President Harris During Tour of the State Farm Stadium Vaccination Site in Glendale, Arizona",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/08/remarks-by-president-biden-and-vice-president-harris-during-tour-of-the-state-farm-stadium-vaccination-site-in-glendale-arizona/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the State of the Economy and the Need for the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/05/remarks-by-president-biden-on-the-state-of-the-economy-and-the-need-for-the-american-rescue-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Meeting with House Democratic Leaders Working on the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/05/remarks-by-president-biden-before-meeting-with-house-democratic-leaders-working-on-the-american-rescue-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on America’s Place in the World,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/04/remarks-by-president-biden-on-americas-place-in-the-world/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in Roundtable with Black Essential Workers Moderated by Domestic Policy Advisor Susan Rice,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/23/remarks-by-president-biden-in-roundtable-with-black-essential-workers-moderated-by-domestic-policy-advisor-susan-rice/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden on the More Than 500,000 American Lives Lost to COVID-⁠19",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/22/remarks-by-president-biden-on-the-more-than-500000-american-lives-lost-to-covid-19/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on Helping Small Businesses,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/22/remarks-by-president-biden-on-helping-small-businesses/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Statement by White House Press Secretary Jen Psaki on the Bilateral Virtual Meeting between President Joe Biden and Prime Minister Justin Trudeau,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/20/statement-by-white-house-press-secretary-jen-psaki-on-the-bilateral-virtual-meeting-between-president-joe-biden-and-prime-minister-justin-trudeau/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Statement by NSC Spokesperson Emily Horne on National Security Advisor Jake Sullivan’s Call with Jean-Charles Ellermann-Kingombe, Permanent Under-Secretary of State at the Danish Prime Minister’s Office",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/19/statement-on-national-security-advisor-jake-sullivans-call-with-jean-charles-ellermann-kingombe-permanent-under-secretary-of-state-at-the-danish-prime-ministers-office/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at Pfizer Manufacturing Site,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/19/remarks-by-president-biden-at-pfizer-manufacturing-site/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at the 2021 Virtual Munich Security Conference,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/19/remarks-by-president-biden-at-the-2021-virtual-munich-security-conference/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Meeting with Labor Leaders to Discuss the American Rescue Plan and Infrastructure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/17/remarks-by-president-biden-before-meeting-with-labor-leaders-to-discuss-the-american-rescue-plan-and-infrastructure/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in a CNN Town Hall with Anderson Cooper,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/17/remarks-by-president-biden-in-a-cnn-town-hall-with-anderson-cooper/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Meeting With Bipartisan Group of Governors and Mayors to Discuss the Vital Need to Pass the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/12/remarks-by-president-biden-before-meeting-with-bipartisan-group-of-governors-and-mayors-to-discuss-the-vital-need-to-pass-the-american-rescue-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Administration’s COVID-⁠19 Vaccination Efforts,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/02/remarks-by-president-biden-on-the-administrations-covid-19-vaccination-efforts/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and President López Obrador of Mexico Before Virtual Bilateral Meeting,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/01/remarks-by-president-biden-and-president-lopez-obrador-of-mexico-before-virtual-bilateral-meeting/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/27/remarks-by-president-biden-on-the-american-rescue-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at a FEMA COVID-⁠19 Vaccination Facility,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/26/remarks-by-president-biden-at-a-fema-covid-19-vaccination-facility/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at the National Governors Association’s Winter Meeting,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/25/remarks-by-president-biden-at-the-national-governors-associations-winter-meeting/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at an Event Commemorating the 50 Millionth COVID-⁠19 Vaccine Shot,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/25/remarks-by-president-biden-at-an-event-commemorating-the-50-millionth-covid-19-vaccine-shot/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at Signing of an Executive Order on Supply Chains,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/24/remarks-by-president-biden-at-signing-of-an-executive-order-on-supply-chains/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden During a Meeting with a Bipartisan Group of House and Senate Members on U.S. Supply Chains,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/24/remarks-by-president-biden-during-a-meeting-with-a-bipartisan-group-of-house-and-senate-members-on-u-s-supply-chains/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and Prime Minister Trudeau of Canada in Joint Press Statements,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/23/remarks-by-president-biden-and-prime-minister-trudeau-of-canada-in-joint-press-statements/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and Prime Minister Trudeau of Canada Before Virtual Bilateral Meeting,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/02/23/remarks-by-president-biden-and-prime-minister-trudeau-of-canada-before-virtual-bilateral-meeting/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Pre-Taped Remarks by Vice President Kamala Harris As Delivered to Brown Chapel AME Church,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/07/pre-taped-remarks-by-vice-president-kamala-harris-as-delivered-to-brown-chapel-ame-church/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Pre-Taped Remarks by President Biden as Prepared for Delivery at the Martin & Coretta Scott King Unity Breakfast,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/07/pre-taped-remarks-by-president-biden-as-prepared-for-delivery-at-the-martin-coretta-scott-king-unity-breakfast/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Senate Passage of the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/06/remarks-by-president-biden-on-the-senate-passage-of-the-american-rescue-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in a Roundtable on the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/05/remarks-by-president-biden-in-a-roundtable-on-the-american-rescue-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Economic Briefing with Treasury Secretary Yellen,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/05/remarks-by-president-biden-before-economic-briefing-with-treasury-secretary-yellen/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in a Call to Congratulate the NASA JPL Perseverance Team on the Successful Mars Landing,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/04/remarks-by-president-biden-in-a-call-to-congratulate-the-nasa-jpl-perseverance-team-on-the-successful-mars-landing/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Meeting with a Bipartisan Group of House Members on Infrastructure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/04/remarks-by-president-biden-before-meeting-with-a-bipartisan-group-of-house-members-on-infrastructure/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at the House Democratic Caucus Virtual Issues Conference,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/03/remarks-by-president-biden-at-the-house-democratic-caucus-virtual-issues-conference/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in a Bipartisan Meeting on Cancer,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/03/remarks-by-president-biden-in-a-bipartisan-meeting-on-cancer/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Statement of President Joe Biden on the Passing of Vernon Jordan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/02/statement-of-president-joe-biden-on-the-passing-of-vernon-jordan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Pre-Taped Remarks by Vice President Kamala Harris As Delivered to the Commission on the Status of Women,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/16/pre-taped-remarks-by-vice-president-kamala-harris-as-delivered-to-the-commission-on-the-status-of-women/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Implementation of the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/15/remarks-by-president-biden-on-the-implementation-of-the-american-rescue-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/12/remarks-by-president-biden-on-the-american-rescue-plan-2/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden, Prime Minister Modi of India, Prime Minister Morrison of Australia, and Prime Minister Suga of Japan in the Virtual Quad Leaders Summit",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/12/remarks-by-president-biden-prime-minister-modi-of-india-prime-minister-morrison-of-australia-and-prime-minister-suga-of-japan-in-virtual-meeting-of-the-quad/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris on the American Rescue Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/12/remarks-by-vice-president-harris-on-the-american-rescue-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Anniversary of the COVID-⁠19 Shutdown,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/11/remarks-by-president-biden-on-the-anniversary-of-the-covid-19-shutdown/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at Event with the CEOs of Johnson & Johnson and Merck,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/10/remarks-by-president-biden-at-event-with-the-ceos-of-johnson-johnson-and-merck/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden During Tour of W.S. Jenks & Son,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/09/remarks-by-president-biden-during-tour-of-w-s-jenks-son/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on International Women’s Day,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/08/remarks-by-president-biden-on-international-womens-day/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris at National League of Cities Conference,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/08/remarks-by-vice-president-harris-at-national-league-of-cities-conference/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Boarding Air Force One,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/23/remarks-by-president-biden-before-boarding-air-force-one/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden During Tour of Radiation Oncology Department,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/23/remarks-by-president-biden-during-tour-of-radiation-oncology-department/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,"Remarks by President Biden on the Shooting in Boulder, Colorado",https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/23/remarks-by-president-biden-on-the-shooting-in-boulder-colorado/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden After Marine One Arrival,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/21/remarks-by-president-biden-after-marine-one-arrival/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at Emory University,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/19/remarks-by-president-biden-at-emory-university/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and Vice President Harris During a Briefing at the Centers for Disease Control and Prevention,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/19/remarks-by-president-biden-and-vice-president-harris-during-a-briefing-at-the-centers-for-disease-control-and-prevention/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris at Emory University,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/19/remarks-by-vice-president-harris-at-emory-university/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the 100 Million Shot Goal,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/18/remarks-by-president-biden-on-the-100-million-shot-goal/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and Prime Minister Martin of Ireland Before Virtual Bilateral Meeting,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/17/remarks-by-president-biden-and-prime-minister-martin-of-ireland-before-virtual-bilateral-meeting/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden During Visit to Smith Flooring Inc.,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/16/remarks-by-president-biden-during-visit-to-smith-flooring-inc/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Air Force One Departure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/28/remarks-by-president-biden-before-air-force-one-departure/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in a Virtual Fundraiser for Mayor Keisha Lance Bottoms,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/27/remarks-by-president-biden-in-a-virtual-fundraiser-for-mayor-keisha-lance-bottoms/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden After Air Force One Arrival,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/26/remarks-by-president-biden-after-air-force-one-arrival/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Marine One Departure,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/26/remarks-by-president-biden-before-marine-one-departure/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Statement by President Biden on the Attack on the Right to Vote in Georgia,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/26/statement-by-president-biden-on-the-attack-on-the-right-to-vote-in-georgia/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in Press Conference,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/25/remarks-by-president-biden-in-press-conference/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at an Event to Mark Equal Pay Day,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/24/remarks-by-president-biden-at-an-event-to-mark-equal-pay-day/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden and Vice President Harris in a Meeting on Immigration,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/24/remarks-by-president-biden-and-vice-president-harris-in-a-meeting-on-immigration/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden After Marine One Arrival,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/24/remarks-by-president-biden-after-marine-one-arrival-2/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Anniversary of the Affordable Care Act,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/23/remarks-by-president-biden-on-the-anniversary-of-the-affordable-care-act/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the American Jobs Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/07/remarks-by-president-biden-on-the-american-jobs-plan-2/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Marking the 150 Millionth COVID-⁠19 Vaccine Shot,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/06/remarks-by-president-biden-marking-the-150-millionth-covid-19-vaccine-shot/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden During Tour of Vaccination Site,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/06/remarks-by-president-biden-during-tour-of-vaccination-site/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Tradition of Easter at the White House,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/05/remarks-by-president-biden-on-the-tradition-of-easter-at-the-white-house/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden After Marine One Arrival,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/05/remarks-by-president-biden-after-marine-one-arrival-3/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the March Jobs Numbers,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/02/remarks-by-president-biden-on-the-march-jobs-numbers/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in a Faith and Community Engagement Call,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/01/remarks-by-president-biden-in-a-faith-and-community-engagement-call/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden in Cabinet Meeting,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/01/remarks-by-president-biden-in-cabinet-meeting/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the American Jobs Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/31/remarks-by-president-biden-on-the-american-jobs-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at Signing of the PPP Extension Act of 2021,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/03/30/remarks-by-president-biden-at-signing-of-the-ppp-extension-act-of-2021/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden After Wreath Laying at Section 60 of Arlington National Cemetery,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/14/remarks-by-president-biden-after-wreath-laying-at-section-60-of-arlington-national-cemetery/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris at Virtual Roundtable of Experts on the Northern Triangle,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/14/remarks-by-vice-president-harris-at-virtual-roundtable-of-experts-on-the-northern-triangle/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden Before Meeting with Members of the Congressional Black Caucus,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/13/remarks-by-president-biden-before-meeting-with-members-of-the-congressional-black-caucus/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at a Congressional Tribute for U.S. Capitol Police Officer William Evans,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/13/remarks-by-president-biden-at-a-congressional-tribute-for-u-s-capitol-police-officer-william-evans/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden before Meeting with Bipartisan Group of Members of Congress to Discuss the American Jobs Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/12/remarks-by-president-biden-before-meeting-with-bipartisan-group-of-members-of-congress-to-discuss-the-american-jobs-plan/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden at a Virtual CEO Summit on Semiconductor and Supply Chain Resilience,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/12/remarks-by-president-biden-at-a-virtual-ceo-summit-on-semiconductor-and-supply-chain-resilience/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Weekly Economic Briefing,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/09/remarks-by-president-biden-on-the-weekly-economic-briefing/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on Gun Violence Prevention,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/08/remarks-by-president-biden-on-gun-violence-prevention/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris on Gun Violence Prevention,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/08/remarks-by-vice-president-harris-on-gun-violence-prevention/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the American Jobs Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/07/remarks-by-president-biden-on-the-american-jobs-plan-2/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by President Biden on the Verdict in the Derek Chauvin Trial for the Death of George Floyd,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/20/remarks-by-president-biden-on-the-verdict-in-the-derek-chauvin-trial-for-the-death-of-george-floyd/
White House Releases,https://www.whitehouse.gov/briefing-room/speeches-remarks/,Remarks by Vice President Harris on the American Jobs Plan,https://www.whitehouse.gov/briefing-room/speeches-remarks/2021/04/19/remarks-by-vice-president-harris-on-the-american-jobs-plan/
